token/s,latency,gamma,budget,ssl,acceptance_rate,avg_token_ac
19.34306819286279,0.051698106527328494,4,0.1,1,0.75,3.0
21.24534864299093,0.04706912636756897,5,0.1,1,0.8512820512820513,4.256410256410256
19.34849741482861,0.05168359994888306,3,0.1,1,0.807909604519774,2.423728813559322
21.75692937672601,0.045962368249893186,7,0.1,1,0.8333333333333334,5.833333333333334
21.213097404883996,0.047140687704086304,8,0.1,1,0.78125,6.25
20.930199077725778,0.04777785420417786,6,0.1,1,0.7952380952380952,4.771428571428571
19.676401541759972,0.050822300910949705,4,0.1,1,0.7755102040816326,3.1020408163265305
20.73254835464502,0.04823333740234375,5,0.1,1,0.7136363636363636,3.5681818181818183
22.614057586346455,0.044220281839370726,3,0.1,1,0.8787878787878788,2.6363636363636362
20.018111880487265,0.04995476126670837,7,0.1,1,0.6666666666666666,4.666666666666666
25.031331656264157,0.03994993209838867,4,0.1,1,0.9523809523809523,3.8095238095238093
18.696112439916792,0.05348705530166626,6,0.1,1,0.6085271317829457,3.6511627906976742
16.332036372632597,0.06122935175895691,8,0.1,1,0.503125,4.025
20.764601781477666,0.04815888166427612,5,0.1,1,0.7318181818181818,3.659090909090909
19.156080091456573,0.052202746868133545,3,0.1,1,0.6923076923076923,2.0769230769230766
18.481024527133325,0.05410955429077149,7,0.1,1,0.5970695970695971,4.17948717948718
20.633384225981462,0.04846514701843262,4,0.1,1,0.75,3.0
22.541715004589168,0.04436219692230225,8,0.1,1,0.7413793103448276,5.931034482758621
21.178722026950673,0.04721720218658447,6,0.1,1,0.7192982456140351,4.315789473684211
20.757751999415817,0.048174773454666135,5,0.1,1,0.7181818181818181,3.590909090909091
23.063806862920817,0.04335797667503357,3,0.1,1,0.9074074074074074,2.7222222222222223
24.03916437690735,0.04159878373146057,7,0.1,1,0.8095238095238095,5.666666666666667
23.39449680726471,0.0427450954914093,4,0.1,1,0.8666666666666667,3.466666666666667
20.640302993827746,0.04844890117645264,6,0.1,1,0.6965811965811965,4.179487179487179
19.797757950773757,0.050510770082473753,8,0.1,1,0.6515151515151515,5.212121212121212
21.746698464112047,0.045983991622924804,5,0.1,1,0.7523809523809524,3.761904761904762
23.495395370723074,0.04256153106689453,3,0.1,1,0.9245283018867925,2.7735849056603774
22.906068633327425,0.04365655303001404,4,0.1,1,0.842391304347826,3.369565217391304
19.493402537797564,0.051299407482147216,7,0.1,1,0.6293436293436293,4.405405405405405
22.941943286255345,0.043588286638259886,6,0.1,1,0.8095238095238095,4.857142857142858
21.753267162000824,0.04597010612487793,8,0.1,1,0.7333333333333333,5.866666666666666
24.03041454760251,0.041613930463790895,5,0.1,1,0.8631578947368421,4.315789473684211
21.094419250717568,0.047405903339385984,3,0.1,1,0.8135593220338984,2.440677966101695
24.033801200204817,0.04160806655883789,7,0.1,1,0.8095238095238095,5.666666666666667
21.0934963064163,0.04740797758102417,4,0.1,1,0.77,3.08
21.17873860264136,0.04721716523170471,6,0.1,1,0.7105263157894737,4.2631578947368425
18.690845716625116,0.053502126932144164,8,0.1,1,0.6,4.8
20.202945408700433,0.049497733116149904,5,0.1,1,0.6933333333333334,3.466666666666667
22.241121032456213,0.04496176242828369,3,0.1,1,0.8630952380952381,2.5892857142857144
22.432087218875495,0.044578999280929565,4,0.1,1,0.8191489361702128,3.276595744680851
23.67454989724274,0.04223945140838623,6,0.1,1,0.8235294117647058,4.9411764705882355
18.495054000959918,0.05406850934028626,7,0.1,1,0.6117216117216118,4.282051282051283
21.091276266641994,0.047412967681884764,8,0.1,1,0.6895161290322581,5.516129032258065
19.847086772163276,0.050385228395462035,5,0.1,1,0.6869565217391305,3.4347826086956523
21.47185227043901,0.046572600603103635,3,0.1,1,0.8218390804597702,2.4655172413793105
23.42756781381561,0.04268475532531738,4,0.1,1,0.8666666666666667,3.466666666666667
20.644322456202964,0.048439468145370486,6,0.1,1,0.7051282051282052,4.230769230769231
20.608620230287343,0.04852338433265686,7,0.1,1,0.6857142857142857,4.8
18.6865364019,0.05351446509361267,8,0.1,1,0.5928571428571429,4.742857142857143
25.35169451161693,0.03944509506225586,5,0.1,1,0.9166666666666666,4.583333333333333
21.848486001586842,0.045769761800765994,3,0.1,1,0.8362573099415205,2.5087719298245617
21.52427522615914,0.04645917177200318,4,0.1,1,0.7704081632653061,3.0816326530612246
22.357584010102293,0.044727551937103274,6,0.1,1,0.7592592592592593,4.555555555555555
21.213343632068124,0.04714014053344726,7,0.1,1,0.7100840336134454,4.970588235294118
23.34234282090355,0.04284060120582581,8,0.1,1,0.78125,6.25
21.716599705532033,0.04604772448539734,5,0.1,1,0.7666666666666667,3.8333333333333335
21.459052505687207,0.04660037994384766,3,0.1,1,0.8160919540229885,2.4482758620689653
23.937199595722355,0.041775981187820437,4,0.1,1,0.8863636363636364,3.5454545454545454
21.15702372617996,0.04726562738418579,6,0.1,1,0.7280701754385965,4.368421052631579
20.025652366885378,0.049935951232910156,7,0.1,1,0.6626984126984127,4.638888888888888
18.68280368558185,0.05352515697479248,8,0.1,1,0.6071428571428571,4.857142857142857
21.735741610924066,0.046007171869277955,5,0.1,1,0.7571428571428571,3.7857142857142856
23.500540013801224,0.042552213668823245,3,0.1,1,0.9245283018867925,2.7735849056603774
24.50173485880336,0.04081343650817871,4,0.1,1,0.936046511627907,3.744186046511628
22.331102266160418,0.044780592918396,6,0.1,1,0.7870370370370371,4.722222222222222
23.242199832800175,0.043025187253952026,7,0.1,1,0.7880184331797235,5.516129032258065
19.207665656971102,0.05206254720687866,8,0.1,1,0.6139705882352942,4.911764705882353
24.663020481230387,0.04054653406143188,5,0.1,1,0.8972972972972973,4.486486486486487
22.23745435760616,0.04496917605400085,3,0.1,1,0.8690476190476191,2.607142857142857
21.97242147583045,0.04551159739494324,4,0.1,1,0.7916666666666666,3.1666666666666665
20.1240258319259,0.04969184637069702,6,0.1,1,0.6708333333333333,4.0249999999999995
21.21031956436332,0.047146861553192136,7,0.1,1,0.726890756302521,5.088235294117647
19.227941335741253,0.05200764775276184,8,0.1,1,0.6323529411764706,5.0588235294117645
21.55192464546275,0.046399568319320676,5,0.1,1,0.7619047619047619,3.8095238095238093
23.89632504121447,0.04184743881225586,4,0.1,1,0.9034090909090909,3.6136363636363638
21.34450128604785,0.04685047388076782,3,0.1,1,0.8333333333333334,2.5
22.35455615085215,0.04473361015319824,6,0.1,1,0.7870370370370371,4.722222222222222
21.208097922937714,0.047151800394058224,7,0.1,1,0.7100840336134454,4.970588235294118
20.431032362134015,0.048945152759552,8,0.1,1,0.65625,5.25
25.29794250473096,0.03952890634536743,5,0.1,1,0.9388888888888889,4.694444444444445
20.755262616691642,0.048180551528930665,3,0.1,1,0.7833333333333333,2.35
19.892670364471666,0.05026977181434631,4,0.1,1,0.6933962264150944,2.7735849056603774
21.75173629181143,0.04597334146499634,6,0.1,1,0.7432432432432432,4.45945945945946
21.156532821699116,0.04726672410964966,7,0.1,1,0.7142857142857143,5.0
19.812859985477292,0.05047226905822754,8,0.1,1,0.6590909090909091,5.2727272727272725
23.38599996604425,0.04276062607765198,5,0.1,1,0.8307692307692308,4.153846153846154
22.971250009858192,0.043532676696777343,3,0.1,1,0.9197530864197531,2.759259259259259
22.907880157432473,0.04365310072898865,4,0.1,1,0.8369565217391305,3.347826086956522
21.746042263485897,0.04598537921905518,6,0.1,1,0.7567567567567568,4.54054054054054
21.783112481963954,0.04590712189674377,7,0.1,1,0.7272727272727273,5.090909090909091
23.340642476128007,0.042843722105026245,8,0.1,1,0.7723214285714286,6.178571428571429
17.55111118643231,0.0569764494895935,5,0.1,1,0.5807692307692308,2.903846153846154
21.512689451111505,0.046484192609786985,4,0.1,1,0.7857142857142857,3.142857142857143
20.744375826620647,0.04820583701133728,3,0.1,1,0.7777777777777778,2.3333333333333335
20.628937808432585,0.04847559332847595,6,0.1,1,0.688034188034188,4.128205128205128
19.42971661213476,0.051467554569244386,7,0.1,1,0.6486486486486487,4.54054054054054
18.679674746925787,0.0535341227054596,8,0.1,1,0.5964285714285714,4.771428571428571
20.30004574439105,0.04926097273826599,5,0.1,1,0.7111111111111111,3.555555555555556
22.234929247131568,0.04497428297996521,3,0.1,1,0.8690476190476191,2.607142857142857
21.516622656290018,0.04647569537162781,4,0.1,1,0.7908163265306123,3.163265306122449
22.998514800615574,0.04348106861114502,6,0.1,1,0.7904761904761904,4.742857142857143
21.788581454985774,0.045895599126815796,7,0.1,1,0.7402597402597403,5.181818181818182
17.67840784304684,0.056566179990768434,8,0.1,1,0.5540540540540541,4.4324324324324325
21.740301069942845,0.045997523069381714,5,0.1,1,0.7523809523809524,3.761904761904762
24.50859060545826,0.040802019834518435,4,0.1,1,0.9302325581395349,3.7209302325581395
22.64041030043493,0.04416881084442139,3,0.1,1,0.896969696969697,2.690909090909091
20.64240269207818,0.04844397306442261,6,0.1,1,0.7094017094017094,4.256410256410256
24.786807684358095,0.04034404158592224,7,0.1,1,0.8669950738916257,6.06896551724138
21.090285726008872,0.04741519451141357,8,0.1,1,0.7056451612903226,5.645161290322581
24.66773095643194,0.040538791418075565,5,0.1,1,0.9081081081081082,4.54054054054054
22.91928570015638,0.04363137722015381,4,0.1,1,0.842391304347826,3.369565217391304
22.238483074236317,0.044967095851898196,3,0.1,1,0.8571428571428571,2.571428571428571
19.63360653462424,0.050933077335357665,6,0.1,1,0.6504065040650406,3.902439024390244
20.541869845146145,0.04868106007575989,7,0.1,1,0.6938775510204082,4.857142857142857
19.802909235005654,0.05049763083457947,8,0.1,1,0.6325757575757576,5.0606060606060606
21.218409455520895,0.047128885984420776,5,0.1,1,0.7348837209302326,3.674418604651163
