token/s,latency,gamma,budget,ssl,acceptance_rate,avg_token_ac
13.359265119129955,0.074854416847229,3,0.1,1,0.9433962264150944,2.830188679245283
13.34317721637882,0.074944669008255,3,0.1,1,0.7944444444444444,2.3833333333333333
14.507088978439633,0.06893181681632995,3,0.1,1,0.9245283018867925,2.7735849056603774
14.02296537140278,0.0713115930557251,3,0.1,1,0.9074074074074074,2.7222222222222223
14.196680069101072,0.07043900370597839,3,0.1,1,0.9074074074074074,2.7222222222222223
14.474852353575342,0.06908533334732056,3,0.1,1,0.9308176100628931,2.7924528301886795
13.013916248331956,0.0768408203125,3,0.1,1,0.7966101694915254,2.389830508474576
13.501191995776885,0.07406753420829773,3,0.1,1,0.8421052631578947,2.526315789473684
14.249315354564555,0.07017881035804749,3,0.1,1,0.9074074074074074,2.7222222222222223
13.975064846981216,0.07155601859092713,3,0.1,1,0.896969696969697,2.690909090909091
15.112381362307657,0.06617090821266175,3,0.1,1,0.9738562091503268,2.9215686274509802
15.020896746644757,0.06657392144203186,3,0.1,1,0.9934640522875817,2.980392156862745
14.511063797692929,0.068912935256958,3,0.1,1,0.9308176100628931,2.7924528301886795
13.513350941514918,0.07400089025497436,3,0.1,1,0.8538011695906432,2.56140350877193
14.188958671208654,0.07047733545303345,3,0.1,1,0.9012345679012346,2.7037037037037037
14.51570689665346,0.06889089226722717,3,0.1,1,0.9308176100628931,2.7924528301886795
13.437750177458998,0.0744172191619873,3,0.1,1,0.8538011695906432,2.56140350877193
12.258003623681372,0.08157935261726379,3,0.1,1,0.7419354838709677,2.225806451612903
13.128191362604834,0.076171954870224,3,0.1,1,0.8160919540229885,2.4482758620689653
13.927413681779006,0.07180083990097046,3,0.1,1,0.8848484848484849,2.6545454545454548
13.233728296574563,0.07556449532508851,3,0.1,1,0.8333333333333334,2.5
13.605065245653453,0.07350203633308411,3,0.1,1,0.8333333333333334,2.5
16.014033599352306,0.06244522929191589,3,0.1,1,0.8909090909090909,2.672727272727273
17.10321560372218,0.05846853733062744,3,0.1,1,0.9371069182389937,2.811320754716981
15.899288454166307,0.06289589643478394,3,0.1,1,0.8538011695906432,2.56140350877193
16.16663485801518,0.06185579180717468,3,0.1,1,0.875,2.625
16.779074785904783,0.059598041772842406,3,0.1,1,0.9074074074074074,2.7222222222222223
17.086451033277527,0.05852590441703796,3,0.1,1,0.9245283018867925,2.7735849056603774
17.427820593134115,0.0573795211315155,3,0.1,1,0.967948717948718,2.9038461538461537
16.628669435346936,0.060137102603912355,3,0.1,1,0.9135802469135802,2.7407407407407405
17.231513480104045,0.058033207654953005,3,0.1,1,0.9487179487179487,2.846153846153846
13.805088419148719,0.07243705868721008,3,0.1,1,0.6923076923076923,2.0769230769230766
15.357688566635957,0.06511396527290345,3,0.1,1,0.8022598870056498,2.4067796610169494
15.904846011561158,0.06287391901016236,3,0.1,1,0.847953216374269,2.543859649122807
17.09620589970374,0.0584925103187561,3,0.1,1,0.9245283018867925,2.7735849056603774
17.773955237118482,0.05626209735870361,3,0.1,1,0.9803921568627451,2.941176470588235
17.390244734198657,0.057503503561019895,3,0.1,1,0.9615384615384616,2.8846153846153846
14.874529282222282,0.06722901821136475,4,0.1,1,0.842391304347826,3.369565217391304
18.050984827404918,0.055398639440536496,4,0.1,1,0.9127906976744186,3.6511627906976742
18.064366805311614,0.05535760045051575,4,0.1,1,0.936046511627907,3.744186046511628
17.68940744252967,0.05653100609779358,4,0.1,1,0.9034090909090909,3.6136363636363638
16.470690519974685,0.06071390867233276,4,0.1,1,0.8138297872340425,3.25531914893617
16.912916105858713,0.05912640929222107,4,0.1,1,0.8369565217391305,3.347826086956522
17.691512293855727,0.05652428030967713,4,0.1,1,0.8920454545454546,3.5681818181818183
18.030537019363734,0.05546146512031555,4,0.1,1,0.9302325581395349,3.7209302325581395
18.092919344083015,0.05527024030685425,4,0.1,1,0.9244186046511628,3.697674418604651
18.526789677871896,0.053975892066955564,4,0.1,1,0.9642857142857143,3.857142857142857
18.986494786006954,0.05266901612281799,4,0.1,1,0.9817073170731707,3.926829268292683
18.536628633608082,0.05394724249839783,4,0.1,1,0.9464285714285714,3.7857142857142856
16.927835820449765,0.059074296951293945,4,0.1,1,0.8369565217391305,3.347826086956522
15.569891141533676,0.0642265248298645,4,0.1,1,0.765,3.06
16.565393975922007,0.06036681056022644,4,0.1,1,0.8351063829787234,3.3404255319148937
18.107826536400214,0.05522473931312561,4,0.1,1,0.9127906976744186,3.6511627906976742
16.91847443369774,0.05910698413848877,4,0.1,1,0.8369565217391305,3.347826086956522
14.371269467093086,0.06958327531814575,4,0.1,1,0.6898148148148148,2.759259259259259
14.154349621956253,0.07064966082572938,4,0.1,1,0.6681818181818182,2.672727272727273
17.691016440992506,0.056525864601135255,4,0.1,1,0.8863636363636364,3.5454545454545454
15.886502687849534,0.06294651627540589,4,0.1,1,0.7857142857142857,3.142857142857143
17.281338924049695,0.05786588668823242,4,0.1,1,0.8722222222222222,3.488888888888889
