128,128,0.023016005754470825,128
64,128,0.020351912826299667,128
32,128,0.02047559805214405,128
16,128,0.020250381901860237,128
8,128,0.019712630659341812,128
4,128,0.01954905316233635,128
2,128,0.01972000114619732,128
1,128,0.019441615790128708,128
128,128,0.023912746459245682,128
64,128,0.019988451153039932,128
32,128,0.019512074068188667,128
16,128,0.019582323729991913,128
8,128,0.019703902304172516,128
4,128,0.019631367176771164,128
2,128,0.01949874870479107,128
1,128,0.01884371042251587,128
64,128,0.021836591884493828,128
32,128,0.0194690003991127,128
16,128,0.018865639343857765,128
8,128,0.01877918466925621,128
4,128,0.019016223028302193,128
2,128,0.018993524834513664,128
1,128,0.019312728196382523,128
16,128,0.02126784436404705,128
8,128,0.02008783631026745,128
4,128,0.01955787092447281,128
2,128,0.01925806701183319,128
1,128,0.018752215430140495,128
